IRE,I110,I300,I202,I100,I034,I245,I042,I050,I161,I038,I000,I550,I040,I070,I310,I500,hexdata,len,I010,I120,I210,I200,I041,I131,category,I090,I080,I030,I140,I020,I141,I220,I250,ts,I036,I091,I270,crc,ISP,I130,I170,I060
,,,,,,,,,,,,,"{'RHO': {'desc': '', 'val': 274.7734375, 'max': 512.0}, 'THETA': {'desc': '', 'val': 227.8509521484375}}","{'V': {'desc': '', 'val': 0, 'meaning': 'Code validated'}, 'G': {'desc': '', 'val': 0, 'meaning': 'Default'}, 'L': {'desc': '', 'val': 0, 'meaning': 'Mode-3/A code as derived from the reply of the transponder'}, 'spare': {'desc': 'spare bit set to 0', 'val': 0, 'const': 0}, 'Mode3A': {'desc': 'Mode-3/A reply code', 'val': '4032'}}",,,722A8963A207081A0707,10,,,,,,,1,,,,,"{'TYP': {'desc': '', 'val': 0, 'meaning': 'Plot'}, 'SIM': {'desc': '', 'val': 0, 'meaning': 'Actual plot or track'}, 'SSRPSR': {'desc': '', 'val': 2, 'meaning': 'Sole secondary detection'}, 'ANT': {'desc': '', 'val': 1, 'meaning': 'Target report from antenna 2'}, 'SPI': {'desc': '', 'val': 0, 'meaning': 'Default'}, 'RAB': {'desc': '', 'val': 1, 'meaning': 'Plot or track from a fixed transponder'}, 'FX': {'desc': '', 'val': 0, 'meaning': 'End of Data Item'}}","{'Time': {'desc': '', 'val': 14.0546875}}",,,1741740517035.0,,,,FCD5F781,,,,
,,,,,,,,,,,,,,,,,,12,,,,,,,1,,,,,,,,,1741740517035.0,,,,00000000,,,,
,,,,,,,,,,,,,,,,,00,1,,,,,,,1,,,,,,,,,1741740517035.0,,,,A505DF1B,,,,
,,,,,,,,,,,,,,,,,,14,,,,,,,1,,,,,,,,,1741740517035.0,,,,00000000,,,,
,,,,,,,,,,,,,,,,,00,1,,,,,,,1,,,,,,,,,1741740517035.0,,,,A505DF1B,,,,
,,,,,,,,,,,,,,,,,,21,,,,,,,1,,,,,,,,,1741740517035.0,,,,00000000,,,,
,,,,,,,,,,,,,,"{'V': {'desc': '', 'val': 0, 'meaning': 'Code validated'}, 'G': {'desc': '', 'val': 0, 'meaning': 'Default'}, 'L': {'desc': '', 'val': 0, 'meaning': 'Mode-3/A code as derived from the reply of the transponder'}, 'spare': {'desc': 'spare bit set to 0', 'val': 1, 'const': 0}, 'Mode3A': {'desc': 'Mode-3/A reply code', 'val': '5732'}}",,,17001BDA081E01,7,,,,,,,1,,,,,,"{'Time': {'desc': '', 'val': 60.0078125}}",,,1741740517035.0,,,,6AEED715,,"[{'Ind': {'desc': 'Indicator', 'val': 4}, 'FX': {'desc': 'extension into next extent', 'val': 0}}]",,
,,,,"{'V': {'desc': '', 'val': 0, 'meaning': 'Code validated'}, 'G': {'desc': '', 'val': 0, 'meaning': 'Default'}, 'spare': {'desc': 'spare bits set to 0', 'val': 8, 'const': 0}, 'ModeC': {'desc': 'Mode-C reply in Gray notation', 'val': 247}, 'QC1': {'desc': '', 'val': 0, 'meaning': 'High quality pulse'}, 'QA1': {'desc': '', 'val': 0, 'meaning': 'High quality pulse'}, 'QC2': {'desc': '', 'val': 0, 'meaning': 'High quality pulse'}, 'QA2': {'desc': '', 'val': 0, 'meaning': 'High quality pulse'}, 'QC4': {'desc': '', 'val': 0, 'meaning': 'High quality pulse'}, 'QA4': {'desc': '', 'val': 0, 'meaning': 'High quality pulse'}, 'QB1': {'desc': '', 'val': 0, 'meaning': 'High quality pulse'}, 'QD1': {'desc': '', 'val': 0, 'meaning': 'High quality pulse'}, 'QB2': {'desc': '', 'val': 1, 'meaning': 'Low quality pulse'}, 'QD2': {'desc': '', 'val': 0, 'meaning': 'High quality pulse'}, 'QB4': {'desc': '', 'val': 0, 'meaning': 'High quality pulse'}, 'QD4': {'desc': '', 'val': 0, 'meaning': 'High quality pulse'}}",,,,,,,,,,,,,070848910200F78008,9,,,,,,,1,,,,,,"{'Time': {'desc': '', 'val': 290.015625}}",,,1741740517035.0,,,,183BAE25,,"[{'Ind': {'desc': 'Indicator', 'val': 36}, 'FX': {'desc': 'extension into next extent', 'val': 0}}]",,
,,,,,,,,,,,,,,"{'V': {'desc': '', 'val': 0, 'meaning': 'Code validated'}, 'G': {'desc': '', 'val': 0, 'meaning': 'Default'}, 'L': {'desc': '', 'val': 0, 'meaning': 'Mode-3/A code as derived from the reply of the transponder'}, 'spare': {'desc': 'spare bit set to 0', 'val': 0, 'const': 0}, 'Mode3A': {'desc': 'Mode-3/A reply code', 'val': '1002'}}",,,1E02020708480001,8,,,,,,,1,"{'V': {'desc': '', 'val': 0, 'meaning': 'Code validated'}, 'G': {'desc': '', 'val': 0, 'meaning': 'Default'}, 'ModeC': {'desc': 'Mode-C reply code', 'val': 450.0}}",,,,,"{'Time': {'desc': '', 'val': 0.0078125}}",,,1741740517035.0,,,,64F454DD,,"[{'Ind': {'desc': 'Indicator', 'val': 36}, 'FX': {'desc': 'extension into next extent', 'val': 0}}]",,
,,,,,,,,,,,,,,,,,020002,3,,,,,,,1,,,,,,"{'Time': {'desc': '', 'val': 0.015625}}",,,1741740517035.0,,,,13090667,,,,
,,,,,,,,,,,,,"{'RHO': {'desc': '', 'val': 0.6328125, 'max': 512.0}, 'THETA': {'desc': '', 'val': 0.791015625}}","{'V': {'desc': '', 'val': 0, 'meaning': 'Code validated'}, 'G': {'desc': '', 'val': 0, 'meaning': 'Default'}, 'L': {'desc': '', 'val': 1, 'meaning': 'Smoothed Mode-3/A code as provided by a local tracker'}, 'spare': {'desc': 'spare bit set to 0', 'val': 1, 'const': 0}, 'Mode3A': {'desc': 'Mode-3/A reply code', 'val': '3167'}}",,,380051009036776715,9,,,,,,,1,"{'V': {'desc': '', 'val': 0, 'meaning': 'Code validated'}, 'G': {'desc': '', 'val': 1, 'meaning': 'Garbled code'}, 'ModeC': {'desc': 'Mode-C reply code', 'val': -1594.75}}",,,,,,,,1741740517035.0,,,,F3A06717,,,,
,,,,,,,,,,,,,,,,,00,1,,,,,,,1,,,,,,,,,1741740517035.0,,,,A505DF1B,,,,
,,,,,,,,,,,,,,,,,,62744,,,,,,,77,,,,,,,,,1741740517035.0,,,,00000000,,,,
,,,,,,,,,,,,,,,,,,51470,,,,,,,53,,,,,,,,,1741740517035.0,,,,00000000,,,,
,,,,,,,,,,,,,,,,,,5549,,,,,,,243,,,,,,,,,1741740517035.0,,,,00000000,,,,
,,,,,,,,,,,,,,,,,,57141,,,,,,,255,,,,,,,,,1741740517035.0,,,,00000000,,,,
,,,,,,,,,,,,,,,,,,5685,,,,,,,12,,,,,,,,,1741740517035.0,,,,00000000,,,,
,,,,,,,,,,,,,,,,,,1539,,,,,,,6,,,,,,,,,1741740517035.0,,,,00000000,,,,
,,,,,,,,,,,,,,,,,,21762,,,,,,,6,,,,,,,,,1741740517035.0,,,,00000000,,,,
,,,,,,,"{'X': {'desc': 'X', 'val': 512.0, 'max': 32768.0, 'min': -32768.0}, 'Y': {'desc': 'Y', 'val': -2176.0, 'max': 32768.0, 'min': -32768.0}}",,,,,,"{'RHO': {'desc': 'RHO', 'val': 1943.0, 'max': 65536.0}, 'Theta': {'desc': 'Theta', 'val': 283.4527587890625}}",,,,1F00AF37776717001BDA081E010797C9910200F780,21,,,,,"{'Lat': {'desc': ""Latitude in WGS-84 in two's complement."", 'val': 144.97009503655136, 'max': 90.0, 'min': -90.0}, 'Lon': {'desc': ""Longitude in WGS-84 in two's complement."", 'val': -53.392910873517394, 'max': 180.0, 'min': -180.0}}",,10,,,,"{'ToD': {'desc': 'Time of Day', 'val': 89710.9296875}}",,,,,1741740517035.0,,,,7CEEE681,,,,
,,,,,,,,,,,,,,,,,081E02020797C90001,9,,,,,"{'Lat': {'desc': ""Latitude in WGS-84 in two's complement."", 'val': 42.19852983020246, 'max': 90.0, 'min': -90.0}, 'Lon': {'desc': ""Longitude in WGS-84 in two's complement."", 'val': -146.55212393961847, 'max': 180.0, 'min': -180.0}}",,10,,,,,,,,,1741740517035.0,,,,8202A99A,,,,
,,,,,,,"{'X': {'desc': 'X', 'val': 2.0, 'max': 32768.0, 'min': -32768.0}, 'Y': {'desc': 'Y', 'val': 14336.0, 'max': 32768.0, 'min': -32768.0}}",,,,,,,,,,0200023800,5,,,,,,,10,,,,,,,,,1741740517035.0,,,,9599E558,,,,
,,,,,,,"{'X': {'desc': 'X', 'val': -20681.0, 'max': 32768.0, 'min': -32768.0}, 'Y': {'desc': 'Y', 'val': 30567.0, 'max': 32768.0, 'min': -32768.0}}",,,,"{'MsgTyp': {'desc': 'Type of msg.', 'val': 0, 'meaning': '???'}}",,,,,,4200AF377767,6,,,,,,,10,,,,,,,,,1741740517035.0,,,,BF8A38ED,,,,
,,,,,,,,,,,,,"{'RHO': {'desc': 'RHO', 'val': 14659.0, 'max': 65536.0}, 'Theta': {'desc': 'Theta', 'val': 184.603271484375}}",,,,15003EF51B39438346,9,,,,,,,10,,,,"{'ToD': {'desc': 'Time of Day', 'val': 32234.2109375}}",,,,,1741740517035.0,,,,CDF85C7A,,,,
,,,,,,,,,,,,,,,,,081E1143100F0D0013,9,,,,,"{'Lat': {'desc': ""Latitude in WGS-84 in two's complement."", 'val': 42.28232279419899, 'max': 90.0, 'min': -90.0}, 'Lon': {'desc': ""Longitude in WGS-84 in two's complement."", 'val': 21.165162725374103, 'max': 180.0, 'min': -180.0}}",,10,,,,,,,,,1741740517035.0,,,,DF1B3B0D,,,,
,,,,,,,,,,,,,,,,,,192,,,,,,,10,,,,,,,,,1741740517035.0,,,,00000000,,,,
,,,,,,,"{'X': {'desc': 'X', 'val': 2104.0, 'max': 32768.0, 'min': -32768.0}, 'Y': {'desc': 'Y', 'val': 84.0, 'max': 32768.0, 'min': -32768.0}}",,,,,,,,,,0208380054,5,,,,,,,10,,,,,,,,,1741740517035.0,,,,024884E7,,,,
,,,,,,,,,,,,,,,,,00,1,,,,,,,10,,,,,,,,,1741740517035.0,,,,A505DF1B,,,,
,,,,,,,,,,,,,,,,,,66,,,,,,,10,,,,,,,,,1741740517035.0,,,,00000000,,,,
,,,,,,,,,,,,,,,,,00,1,,,,,,,10,,,,,,,,,1741740517035.0,,,,A505DF1B,,,,
,,,,,,,,,,,,,"{'RHO': {'desc': 'RHO', 'val': 259.0, 'max': 65536.0}, 'Theta': {'desc': 'Theta', 'val': 4.3505859375}}",,,,1C05F3C3590012001612030001030318,16,,,,,"{'Lat': {'desc': ""Latitude in WGS-84 in two's complement."", 'val': 125.15663623809814, 'max': 90.0, 'min': -90.0}, 'Lon': {'desc': ""Longitude in WGS-84 in two's complement."", 'val': 31.036441326141357, 'max': 180.0, 'min': -180.0}}",,10,,,,"{'ToD': {'desc': 'Time of Day', 'val': 3047.5234375}}",,,,,1741740517035.0,,,,4932CC13,,,,
,,,,,,,"{'X': {'desc': 'X', 'val': 58.0, 'max': 32768.0, 'min': -32768.0}, 'Y': {'desc': 'Y', 'val': 175.0, 'max': 32768.0, 'min': -32768.0}}",,"{'spare': {'desc': 'Spare bits set to zero', 'val': 3, 'const': 0}, 'TrkNb': {'desc': 'Track number', 'val': 1911}}",,,,,,,,0338003A00AF377767150036F5,13,,,,,,,10,,,,,,,,,1741740517035.0,,,,024C6951,,,"{'CNF': {'desc': '', 'val': 0, 'meaning': 'Confirmed track'}, 'TRE': {'desc': '', 'val': 1, 'meaning': 'Last report for a track'}, 'CST': {'desc': '', 'val': 2, 'meaning': 'Predictable extrapolation in masked area'}, 'MAH': {'desc': '', 'val': 0, 'meaning': 'Default'}, 'TCC': {'desc': '', 'val': 1, 'meaning': 'Slant range correction and a suitable projection technique are used to track in a 2D. referance plane, tangential to the earth model at the sensor Site co-ordinates. '}, 'STH': {'desc': '', 'val': 1, 'meaning': 'Smoothed position'}, 'FX': {'desc': '', 'val': 0, 'meaning': 'End of Data Item'}, 'TOM': {'desc': '', 'val': 0, 'meaning': 'Unknown type of movement'}, 'DOU': {'desc': '', 'val': 2, 'meaning': 'Doubtful correlation in clutter'}, 'MRS': {'desc': '', 'val': 2, 'meaning': 'Track merged by no-association to plot'}, 'GHO': {'desc': '', 'val': 0, 'meaning': 'Default'}, 'spare': {'desc': 'Spare bits set to zero', 'val': 0, 'const': 0}}","{'V': {'desc': 'V', 'val': 0, 'meaning': 'Code validated'}, 'G': {'desc': 'G', 'val': 0, 'meaning': 'Default'}, 'L': {'desc': 'L', 'val': 1, 'meaning': 'Smoothed Mode-2 code as provided by a local tracker n'}, 'spare': {'desc': 'Spare bit set to 0', 'val': 1, 'const': 0}, 'Mod3A': {'desc': 'Mode-3/A reply in octal representation', 'val': '3365'}}"
,,,,,,,,,,,,,,,,,,138,,,,,,,10,,,,,,,,,1741740517035.0,,,,00000000,,,,
,,,,,,,"{'X': {'desc': 'X', 'val': -15610.0, 'max': 32768.0, 'min': -32768.0}, 'Y': {'desc': 'Y', 'val': 2078.0, 'max': 32768.0, 'min': -32768.0}}",,,,,,,,,,3A00B0377767150036F5193143C306081E,17,,,,,"{'Lat': {'desc': ""Latitude in WGS-84 in two's complement."", 'val': 144.9591109715402, 'max': 90.0, 'min': -90.0}, 'Lon': {'desc': ""Longitude in WGS-84 in two's complement."", 'val': -15.330363856628537, 'max': 180.0, 'min': -180.0}}",,10,,,,"{'ToD': {'desc': 'Time of Day', 'val': 90222.9296875}}","{'TYP': {'desc': 'TYP', 'val': 0, 'meaning': 'SSR multilateration'}, 'DCR': {'desc': 'Differential Correction', 'val': 0, 'meaning': 'No differential correction (ADS-B)'}, 'CHN': {'desc': '', 'val': 0, 'meaning': 'Chain 1'}, 'GBS': {'desc': 'Ground Bit Setting', 'val': 0, 'meaning': 'Ground Bit not set'}, 'CRT': {'desc': '', 'val': 0, 'meaning': 'No Corrupted reply in multilateration'}, 'FX': {'desc': '', 'val': 0, 'meaning': 'End of Data Item'}}",,,,1741740517035.0,,,,D7706027,,,,
,,,"{'Vx': {'desc': 'Vx', 'val': -7797.0, 'max': 8191.75, 'min': -8192.0}, 'Vy': {'desc': 'Vy', 'val': 6656.0, 'max': 8191.75, 'min': -8192.0}}",,,"{'STI': {'desc': '', 'val': 2, 'meaning': 'Callsign downlinked from transponder'}, 'spare': {'desc': 'Spare bits set to zero', 'val': 24, 'const': 0}, 'TId': {'desc': 'Characters 1-8 (coded on 6 bits each) defining target identification', 'val': 'B1DA   B'}}","{'X': {'desc': 'X', 'val': 4985.0, 'max': 32768.0, 'min': -32768.0}, 'Y': {'desc': 'Y', 'val': 13375.0, 'max': 32768.0, 'min': -32768.0}}",,,,,,,,,,134B100804001379343F862C68000F07980B110101D0020007,25,,,,,,,10,,,,"{'ToD': {'desc': 'Time of Day', 'val': 4104.0}}",,,,,1741740517035.0,,"{'MHeight': {'desc': 'Measured Height', 'val': 43.75, 'max': 204800.0, 'min': -204800.0}}",,9DF01984,,,,"{'V': {'desc': 'V', 'val': 0, 'meaning': 'Code validated'}, 'G': {'desc': 'G', 'val': 0, 'meaning': 'Default'}, 'L': {'desc': 'L', 'val': 0, 'meaning': 'Mode-2 code derived from the reply of the transponder'}, 'spare': {'desc': 'Spare bit set to 0', 'val': 0, 'const': 0}, 'Mod3A': {'desc': 'Mode-3/A reply in octal representation', 'val': '7407'}}"
,,,,,,,,,,,,,,,,,982C4CD570CA0820160002510111,14,"{'SAC': {'desc': 'System Area Code fixed to zero', 'val': 44}, 'SIC': {'desc': 'System Identification Code', 'val': 76}}",,,,"{'Lat': {'desc': ""Latitude in WGS-84 in two's complement."", 'val': 11.426253318786621, 'max': 90.0, 'min': -90.0}, 'Lon': {'desc': ""Longitude in WGS-84 in two's complement."", 'val': 3.2574691716581583, 'max': 180.0, 'min': -180.0}}",,10,,,,"{'ToD': {'desc': 'Time of Day', 'val': 109281.578125}}",,,,,1741740517035.0,,,,5E224BD1,,,,
,,,,,,,,,,,,,,,,,00,1,,,,,,,10,,,,,,,,,1741740517035.0,,,,A505DF1B,,,,
,,,,,,,,,,,,,,,,,00,1,,,,,,,10,,,,,,,,,1741740517035.0,,,,A505DF1B,,,,
,,,,,,,,,,,,,,,,,00,1,,,,,,,10,,,,,,,,,1741740517035.0,,,,A505DF1B,,,,
,,,,,,,,,"{'spare': {'desc': 'Spare bits set to zero', 'val': 4, 'const': 0}, 'TrkNb': {'desc': 'Track number', 'val': 3061}}",,"{'MsgTyp': {'desc': 'Type of msg.', 'val': 0, 'meaning': '???'}}",,,,,,4938004F00B037776715004BF51B7B6B8306081E,20,,,,,"{'Lat': {'desc': ""Latitude in WGS-84 in two's complement."", 'val': 111.09753116033971, 'max': 90.0, 'min': -90.0}, 'Lon': {'desc': ""Longitude in WGS-84 in two's complement."", 'val': 167.909996509552, 'max': 180.0, 'min': -180.0}}",,10,,,,,,,,,1741740517035.0,,,,C0A7E5CD,,,"{'CNF': {'desc': '', 'val': 0, 'meaning': 'Confirmed track'}, 'TRE': {'desc': '', 'val': 0, 'meaning': 'Default'}, 'CST': {'desc': '', 'val': 1, 'meaning': 'Predictable extrapolation due to sensor refresh period'}, 'MAH': {'desc': '', 'val': 1, 'meaning': 'Horizontal manoeuvre'}, 'TCC': {'desc': '', 'val': 0, 'meaning': ""Tracking performed in 'Sensore Plane', i.e. neither slant range correction nor projection was applied.""}, 'STH': {'desc': '', 'val': 1, 'meaning': 'Smoothed position'}, 'FX': {'desc': '', 'val': 0, 'meaning': 'End of Data Item'}, 'TOM': {'desc': '', 'val': 1, 'meaning': 'Taking-off'}, 'DOU': {'desc': '', 'val': 7, 'meaning': '???'}, 'MRS': {'desc': '', 'val': 1, 'meaning': 'Track merged by association to plot'}, 'GHO': {'desc': '', 'val': 0, 'meaning': 'Default'}, 'spare': {'desc': 'Spare bits set to zero', 'val': 3, 'const': 0}}","{'V': {'desc': 'V', 'val': 0, 'meaning': 'Code validated'}, 'G': {'desc': 'G', 'val': 0, 'meaning': 'Default'}, 'L': {'desc': 'L', 'val': 0, 'meaning': 'Mode-2 code derived from the reply of the transponder'}, 'spare': {'desc': 'Spare bit set to 0', 'val': 0, 'const': 0}, 'Mod3A': {'desc': 'Mode-3/A reply in octal representation', 'val': '4036'}}"
,,,,,,"{'STI': {'desc': '', 'val': 0, 'meaning': 'Callsign or registration not downlinked from transponder'}, 'spare': {'desc': 'Spare bits set to zero', 'val': 0, 'const': 0}, 'TId': {'desc': 'Characters 1-8 (coded on 6 bits each) defining target identification', 'val': 'DLNKO S '}}",,,,,,,,,,,010B100F790010C38B3EF4ED800C,14,,,,,,,10,,,,,,,,,1741740517035.0,,"{'MHeight': {'desc': 'Measured Height', 'val': -204725.0, 'max': 204800.0, 'min': -204800.0}}",,D2ED31AE,,,,"{'V': {'desc': 'V', 'val': 0, 'meaning': 'Code validated'}, 'G': {'desc': 'G', 'val': 0, 'meaning': 'Default'}, 'L': {'desc': 'L', 'val': 0, 'meaning': 'Mode-2 code derived from the reply of the transponder'}, 'spare': {'desc': 'Spare bit set to 0', 'val': 0, 'const': 0}, 'Mod3A': {'desc': 'Mode-3/A reply in octal representation', 'val': '7571'}}"
